38.22310343, 23.77463562
38.22016750, 23.77575209
38.21654696, 23.77705870
38.21570690, 23.78083881
38.21536561, 23.78636799
38.21312507, 23.78834285
38.21019918, 23.79011146
38.20768391, 23.78967786
38.20538452, 23.78900809
38.20310386, 23.78873842
38.20034433, 23.78779953
38.19738824, 23.78780597
38.19372868, 23.78754929
38.19075280, 23.78658942
38.18846302, 23.78626174
38.18489165, 23.78992610
38.18246579, 23.79418097
38.18006881, 23.79960009
38.17670272, 23.80231841
38.17355176, 23.80437622
38.17045931, 23.80916148
38.16941251, 23.81394078
38.16861002, 23.81947993
38.16387305, 23.82186919
38.16047764, 23.82342201
38.15642555, 23.82581875
38.15305879, 23.82850788
38.14988823, 23.82979713
38.14758813, 23.82850249
38.14567987, 23.82404364
38.14447657, 23.82098199
38.14327288, 23.81772323
38.14387929, 23.81361193
38.14494637, 23.81022654
38.14463247, 23.80566103
38.14156922, 23.80089654
38.14289982, 23.79898035
38.14722575, 23.79890321
38.14783154, 23.79482149
38.14615708, 23.79078117
38.14426764, 23.78754336
38.14443270, 23.78415774
38.14548859, 23.78006080
38.14629906, 23.77494913
38.14506909, 23.77273928
38.14474351, 23.77215612
38.14433239, 23.77162174
38.14405230, 23.77125850
38.14275402, 23.76872303
38.14126460, 23.76302937
38.13804905, 23.76176635
38.13707867, 23.75881297
38.14141926, 23.75930294
38.14459910, 23.75852109
38.14590916, 23.75572358
38.14580932, 23.75109511
38.14503327, 23.74643083
38.14432738, 23.74508913
38.14251763, 23.74591245
38.14160420, 23.74653792
38.14004282, 23.74760994
38.13899532, 23.74875967
38.13825801, 23.74956955
38.13530340, 23.75028889
38.13480264, 23.74791682
38.13154169, 23.74449677
38.13057101, 23.74160058
38.13072543, 23.73807326
38.13085914, 23.73341033
38.13010264, 23.72971162
38.12754713, 23.72757711
38.12411153, 23.72680479
38.12135022, 23.72533054
38.12106491, 23.72281138
38.12192339, 23.71997201
38.12098330, 23.71880872
38.11779232, 23.71859850
38.11390646, 23.71801095
38.11181028, 23.71583419
38.11177973, 23.71438667
38.10880413, 23.71379941
38.10827288, 23.71032355
38.10484714, 23.70995070
38.10386539, 23.70657345
38.10334337, 23.70326678
38.10302700, 23.69935768
38.10432511, 23.69596479
38.10655357, 23.69339377
38.10860895, 23.69358373
38.11118633, 23.69696655
38.11155309, 23.69243821
38.11034584, 23.68918197
38.10955757, 23.68423692
38.11128533, 23.67992083
38.11122302, 23.67691179
38.11388063, 23.67324721
38.11655822, 23.67031950
38.11671066, 23.66684833
38.11705644, 23.66169609
38.11629761, 23.65797102
38.11468094, 23.65680251
38.11414825, 23.65341235
38.11191000, 23.65541703
38.11006801, 23.65425506
38.10861419, 23.65026925
38.11103512, 23.64610128
38.11529818, 23.64314859
38.11862851, 23.63877768
38.12124321, 23.63329404
38.12781579, 23.63117428
38.12868467, 23.63090784
38.13302007, 23.62958166
38.13778050, 23.62871888
38.13915413, 23.62846942
38.14235138, 23.62919284
38.14282015, 23.62922756
38.14600037, 23.63026818
38.14695214, 23.63057009
38.15155450, 23.63246431
38.15570783, 23.63488498
38.15716322, 23.63921332
38.15906748, 23.64301636
38.16346648, 23.64628283
38.16784422, 23.64849811
38.17378427, 23.64875821
38.17994051, 23.64898235
38.18656619, 23.64947582
38.19160912, 23.65113033
38.19712105, 23.65291167
38.20069771, 23.64943878
38.20427460, 23.64607976
38.20593345, 23.64926626
38.20559919, 23.65507973
38.20411884, 23.66047409
38.20310943, 23.66676444
38.20430685, 23.66951157
38.20890919, 23.67163743
38.21376705, 23.67492114
38.21745895, 23.67701950
38.22073168, 23.68075464
38.22287004, 23.68498019
38.22476328, 23.68858831
38.22529564, 23.69224091
38.22522424, 23.69946882
38.22422312, 23.70630095
38.22343642, 23.71252727
38.22172800, 23.71787269
38.22114488, 23.72278412
38.22258670, 23.72654977
38.22585799, 23.73034345
38.22797436, 23.73360468
38.22878125, 23.73975215
38.22892229, 23.74654690
38.22926830, 23.75242445
38.22894818, 23.75883626
38.22884355, 23.76501238
38.22828838, 23.77140233
38.22673344, 23.77358367
38.22310343, 23.77463562
